# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04974e-05 to 8.44321 h/Mpc,
# number of wavenumbers equal to 611
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       6.015334379301e-01       2.292973257606e-03      -3.454000352266e+04      -3.471123455139e+04       2.338257319449e-03      -8.783411664804e+01      -3.452141075840e+04       5.029798868112e-03       5.029798868108e-03 
       6.047630360541e-01       2.273778421277e-03      -3.461941570117e+04      -3.479106389506e+04       2.318683167269e-03      -8.709206366687e+01      -3.460079568337e+04       4.987664583393e-03       4.987664583389e-03 
       6.079926342732e-01       2.254783883287e-03      -3.469810578829e+04      -3.487017855390e+04       2.299313819059e-03      -8.638451853493e+01      -3.467946828453e+04       4.946037734882e-03       4.946037734878e-03 
       6.112222325861e-01       2.236046895480e-03      -3.477606525269e+04      -3.494856612540e+04       2.280206556407e-03      -8.570684844486e+01      -3.475741680236e+04       4.904907676438e-03       4.904907676434e-03 
       6.144518309912e-01       2.217516948575e-03      -3.485345931814e+04      -3.502638826976e+04       2.261310879510e-03      -8.501381750246e+01      -3.483480249142e+04       4.864288199649e-03       4.864288199645e-03 
       6.176814294870e-01       2.199239554779e-03      -3.493037504739e+04      -3.510372790769e+04       2.242672410977e-03      -8.430824252310e+01      -3.491170854213e+04       4.824181570659e-03       4.824181570655e-03 
       6.209110280722e-01       2.181189917890e-03      -3.500720559366e+04      -3.518097580248e+04       2.224266659298e-03      -8.362974032355e+01      -3.498852442795e+04       4.784631679582e-03       4.784631679578e-03 
       6.241406267453e-01       2.163427941548e-03      -3.508390959645e+04      -3.525808785818e+04       2.206153514370e-03      -8.297755940893e+01      -3.506520668489e+04       4.745621847098e-03       4.745621847095e-03 
       6.273702255050e-01       2.145915186036e-03      -3.516054215936e+04      -3.533511744125e+04       2.188294432919e-03      -8.233312371777e+01      -3.514180861694e+04       4.707148863787e-03       4.707148863784e-03 
       6.305998243500e-01       2.128585046509e-03      -3.523709747904e+04      -3.541205822144e+04       2.170622585270e-03      -8.165141217366e+01      -3.521832380545e+04       4.669201563444e-03       4.669201563440e-03 
       6.338294232789e-01       2.111514291024e-03      -3.531351936027e+04      -3.548885469467e+04       2.153214755075e-03      -8.100473777447e+01      -3.529469722182e+04       4.631762687476e-03       4.631762687472e-03 
       6.370590222905e-01       2.094680187987e-03      -3.538958632330e+04      -3.556528570628e+04       2.136047856263e-03      -8.039762079585e+01      -3.537070872206e+04       4.594794064201e-03       4.594794064198e-03 
       6.402886213835e-01       2.078020878134e-03      -3.546544900561e+04      -3.564150391076e+04       2.119059993365e-03      -7.978161414598e+01      -3.544650971066e+04       4.558306683058e-03       4.558306683055e-03 
       6.435182205566e-01       2.061618175579e-03      -3.554107158936e+04      -3.571747616786e+04       2.102333039667e-03      -7.914855444338e+01      -3.552206674840e+04       4.522287418936e-03       4.522287418933e-03 
       6.467478198088e-01       2.045417282622e-03      -3.561653160947e+04      -3.579328186552e+04       2.085812098067e-03      -7.852441851412e+01      -3.559745867546e+04       4.486737677540e-03       4.486737677537e-03 
       6.499774191388e-01       2.029415086606e-03      -3.569180781485e+04      -3.586890241714e+04       2.069493960919e-03      -7.794522941313e+01      -3.567266673669e+04       4.451646491082e-03       4.451646491079e-03 
       6.532070185454e-01       2.013622318418e-03      -3.576678741748e+04      -3.594422706207e+04       2.053389202557e-03      -7.735461432211e+01      -3.574758012482e+04       4.416991812773e-03       4.416991812770e-03 
       6.564366180275e-01       1.997998124719e-03      -3.584138137589e+04      -3.601916850232e+04       2.037456738177e-03      -7.674908324392e+01      -3.582211166480e+04       4.382755219585e-03       4.382755219582e-03 
       6.596662175840e-01       1.982585657426e-03      -3.591540248907e+04      -3.609354054994e+04       2.021739566664e-03      -7.616054977451e+01      -3.589607602918e+04       4.348906991312e-03       4.348906991309e-03 
       6.628958172138e-01       1.967319614752e-03      -3.598888643292e+04      -3.616737968232e+04       2.006172237229e-03      -7.559387604428e+01      -3.596950941995e+04       4.315445022213e-03       4.315445022210e-03 
       6.661254169159e-01       1.952240344637e-03      -3.606181855514e+04      -3.624067103478e+04       1.990795113214e-03      -7.504420149952e+01      -3.604239705397e+04       4.282361120705e-03       4.282361120702e-03 
       6.693550166891e-01       1.937332634017e-03      -3.613431284360e+04      -3.631352861242e+04       1.975593008043e-03      -7.447419293505e+01      -3.611485223051e+04       4.249662374280e-03       4.249662374277e-03 
       6.725846165325e-01       1.922616449054e-03      -3.620648565954e+04      -3.638606760880e+04       1.960585984055e-03      -7.390558886923e+01      -3.618698988010e+04       4.217355684332e-03       4.217355684329e-03 
       6.758142164451e-01       1.908049922562e-03      -3.627838672929e+04      -3.645833681718e+04       1.945732080581e-03      -7.335456199353e+01      -3.625885878421e+04       4.185439947756e-03       4.185439947754e-03 
       6.790438164259e-01       1.893677461817e-03      -3.634998591067e+04      -3.653030457373e+04       1.931075711277e-03      -7.282979865694e+01      -3.633042770470e+04       4.153904847714e-03       4.153904847711e-03 
       6.822734164738e-01       1.879472989371e-03      -3.642121951048e+04      -3.660190591716e+04       1.916590634372e-03      -7.229860646892e+01      -3.640163203877e+04       4.122736573223e-03       4.122736573221e-03 
       6.855030165880e-01       1.865437601418e-03      -3.649206587198e+04      -3.667311787959e+04       1.902277878056e-03      -7.174257570368e+01      -3.647244904962e+04       4.091926428279e-03       4.091926428276e-03 
       6.887326167675e-01       1.851540064980e-03      -3.656252158045e+04      -3.674393570670e+04       1.888106094446e-03      -7.122725617487e+01      -3.654287450685e+04       4.061468002377e-03       4.061468002375e-03 
       6.919622170113e-01       1.837819511083e-03      -3.663266874446e+04      -3.681444086750e+04       1.874114518894e-03      -7.072403424105e+01      -3.661298946834e+04       4.031364421082e-03       4.031364421080e-03 
       6.951918173187e-01       1.824235739988e-03      -3.670262367194e+04      -3.688474908895e+04       1.860262924127e-03      -7.021041159923e+01      -3.668290910671e+04       4.001622324443e-03       4.001622324441e-03 
       6.984214176887e-01       1.810852518462e-03      -3.677242670096e+04      -3.695490056182e+04       1.846615191051e-03      -6.968740868971e+01      -3.675267345109e+04       3.972239894857e-03       3.972239894855e-03 
       7.016510181204e-01       1.797634630754e-03      -3.684213490367e+04      -3.702495236575e+04       1.833136032525e-03      -6.918258359244e+01      -3.682233943392e+04       3.943217099735e-03       3.943217099732e-03 
       7.048806186130e-01       1.784562653267e-03      -3.691169373263e+04      -3.709485029535e+04       1.819805889605e-03      -6.870993402432e+01      -3.689185311399e+04       3.914542052423e-03       3.914542052420e-03 
       7.081102191657e-01       1.771648060842e-03      -3.698101838647e+04      -3.716451030534e+04       1.806636141481e-03      -6.822281902851e+01      -3.696113051570e+04       3.886200051316e-03       3.886200051314e-03 
       7.113398197776e-01       1.758866129725e-03      -3.705002818562e+04      -3.723385232118e+04       1.793601902713e-03      -6.771463750987e+01      -3.703009181756e+04       3.858177274379e-03       3.858177274377e-03 
       7.145694204480e-01       1.746232745925e-03      -3.711867844428e+04      -3.730283258659e+04       1.780719013380e-03      -6.723441177540e+01      -3.709869354243e+04       3.830464069149e-03       3.830464069147e-03 
       7.177990211760e-01       1.733746232410e-03      -3.718698617863e+04      -3.737146886155e+04       1.767985767693e-03      -6.677842410924e+01      -3.716695323382e+04       3.803057296125e-03       3.803057296123e-03 
       7.210286219608e-01       1.721400523219e-03      -3.725505050535e+04      -3.743986129576e+04       1.755396129425e-03      -6.632538433664e+01      -3.723497031348e+04       3.775962156712e-03       3.775962156710e-03 
       7.242582228018e-01       1.709179491740e-03      -3.732292194503e+04      -3.750806083582e+04       1.742933939642e-03      -6.584885925833e+01      -3.730279530372e+04       3.749178679344e-03       3.749178679342e-03 
       7.274878236981e-01       1.697094214080e-03      -3.739055551703e+04      -3.757602281386e+04       1.730610220029e-03      -6.537715129579e+01      -3.737038382424e+04       3.722697363899e-03       3.722697363897e-03 
       7.307174246491e-01       1.685170037536e-03      -3.745792536390e+04      -3.764372196550e+04       1.718450309788e-03      -6.493443914556e+01      -3.743771074460e+04       3.696510873052e-03       3.696510873050e-03 
       7.339470256539e-01       1.673369551240e-03      -3.752494730752e+04      -3.771107393216e+04       1.706416618110e-03      -6.450421357767e+01      -3.750469205812e+04       3.670606294737e-03       3.670606294735e-03 
       7.371766267119e-01       1.661675052689e-03      -3.759158998160e+04      -3.777804727574e+04       1.694491346658e-03      -6.404249279078e+01      -3.757129628996e+04       3.644976196915e-03       3.644976196913e-03 
       7.404062278224e-01       1.650115722127e-03      -3.765780563978e+04      -3.784459387282e+04       1.682703663584e-03      -6.359363391348e+01      -3.763747579991e+04       3.619611787324e-03       3.619611787322e-03 
       7.436358289848e-01       1.638675873287e-03      -3.772367698602e+04      -3.791079605250e+04       1.671037881791e-03      -6.317870568584e+01      -3.770331268188e+04       3.594516884845e-03       3.594516884843e-03 
       7.468654301982e-01       1.627361936399e-03      -3.778930807747e+04      -3.797675754078e+04       1.659500489877e-03      -6.275815782369e+01      -3.776891004903e+04       3.569697103530e-03       3.569697103528e-03 
       7.500950314621e-01       1.616179006633e-03      -3.785476327297e+04      -3.804254201690e+04       1.648096606661e-03      -6.231935903954e+01      -3.783433133069e+04       3.545154086068e-03       3.545154086066e-03 
       7.533246327759e-01       1.605106582654e-03      -3.792008228729e+04      -3.810818890289e+04       1.636805683590e-03      -6.188694027613e+01      -3.789961591880e+04       3.520887125165e-03       3.520887125163e-03 
       7.565542341388e-01       1.594167888556e-03      -3.798520131074e+04      -3.817363400558e+04       1.625650908919e-03      -6.147370567017e+01      -3.796470003946e+04       3.496885974619e-03       3.496885974618e-03 
       8.263007792820e-01       1.383781221292e-03      -3.933174706864e+04      -3.952683697320e+04       1.411109250816e-03      -5.347734135862e+01      -3.931045475886e+04       3.035382136149e-03       3.035382136148e-03 
       9.270043371803e-01       1.148962710707e-03      -4.110242410587e+04      -4.130627436390e+04       1.171653238458e-03      -4.448516579923e+01      -4.108010364751e+04       2.520284851314e-03       2.520284851313e-03 
       1.086815838287e+00       8.862531908084e-04      -4.357783765872e+04      -4.379395282967e+04       9.037554324995e-04      -3.441808935663e+01      -4.355410602209e+04       1.944011441956e-03       1.944011441955e-03 
       1.340075485027e+00       6.270747564199e-04      -4.687826611919e+04      -4.711076759637e+04       6.394585037165e-04      -2.438796784607e+01      -4.685269636692e+04       1.375490816086e-03       1.375490816086e-03 
       1.684674531650e+00       4.276923250253e-04      -5.053005149834e+04      -5.078074750034e+04       4.361384301113e-04      -1.666499466647e+01      -5.050251648208e+04       9.381291450274e-04       9.381291450273e-04 
       2.120837535227e+00       2.897071496754e-04      -5.424486884149e+04      -5.451418518650e+04       2.954282779693e-04      -1.129485331248e+01      -5.421543948624e+04       6.354623297842e-04       6.354623297842e-04 
       2.669976123584e+00       1.954300799804e-04      -5.799475266014e+04      -5.828304871114e+04       1.992893988547e-04      -7.618737833209e+00      -5.796357288376e+04       4.286689452718e-04       4.286689452718e-04 
       3.361300790796e+00       1.313458361100e-04      -6.177398161075e+04      -6.208171128889e+04       1.339395769925e-04      -5.127659354787e+00      -6.174129933258e+04       2.880995896193e-04       2.880995896193e-04 
       4.231626982217e+00       8.797864598719e-05      -6.557762002897e+04      -6.590541801221e+04       8.971594734420e-05      -3.442888737106e+00      -6.554385636693e+04       1.929740292499e-04       1.929740292499e-04 
       5.327302741146e+00       5.874947482069e-05      -6.940063481693e+04      -6.974945105770e+04       5.990953614554e-05      -2.299173493975e+00      -6.936649790522e+04       1.288595598733e-04       1.288595598733e-04 
       6.706676797150e+00       3.912176134477e-05      -7.323995728834e+04      -7.361128922491e+04       3.989419740123e-05      -1.524828685739e+00      -7.320662825782e+04       8.580592538600e-05       8.580592538600e-05 
       8.443205848622e+00       2.598491006492e-05      -7.709107928573e+04      -7.748733130471e+04       2.649790588756e-05      -1.015837166742e+00      -7.706052091378e+04       5.699002076050e-05       5.699002076050e-05 
