# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.04342e-05 to 1055.3 h/Mpc,
# number of wavenumbers equal to 632
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       3.421383901718e-02       1.037469454676e+05       6.959781800274e+04       9.186808080667e+02       6.005891542115e+02       1.844645993984e+03       9.524955497620e+04 
       3.437070457582e-02       1.033252909365e+05       6.914948706557e+04       9.382115979907e+02       5.794286985859e+02       1.824978846441e+03       9.483688198367e+04 
       3.452826712732e-02       1.029042287707e+05       6.870413115654e+04       9.571883671688e+02       5.581846346804e+02       1.804009762831e+03       9.442513552872e+04 
       3.468654673724e-02       1.024836799905e+05       6.826172384002e+04       9.752165808489e+02       5.371282284527e+02       1.780182546410e+03       9.401423325056e+04 
       3.484556420043e-02       1.020637738139e+05       6.782274329933e+04       9.919154392699e+02       5.165276456159e+02       1.753381545314e+03       9.360434954698e+04 
       3.500534107521e-02       1.016444182235e+05       6.738708309071e+04       1.006917462728e+03       4.966411378267e+02       1.724052334751e+03       9.319539148294e+04 
       3.516589971942e-02       1.012255580168e+05       6.695436265221e+04       1.019858784972e+03       4.777144119441e+02       1.692275366144e+03       9.278725119907e+04 
       3.532726332879e-02       1.008071898261e+05       6.652510203083e+04       1.030418767795e+03       4.599754771964e+02       1.658519837947e+03       9.238000602075e+04 
       3.548945597745e-02       1.003893855105e+05       6.609919845855e+04       1.038295300244e+03       4.436320644812e+02       1.622778724404e+03       9.197369485726e+04 
       3.565250266104e-02       9.997187572348e+04       6.567625718221e+04       1.043214356540e+03       4.288606115147e+02       1.585194248464e+03       9.156803479633e+04 
       3.581642934238e-02       9.955490595929e+04       6.525689716166e+04       1.044952793435e+03       4.158092036938e+02       1.545934915331e+03       9.116332016522e+04 
       3.598126300008e-02       9.913809263647e+04       6.484014191756e+04       1.043314687478e+03       4.045918863449e+02       1.505116579820e+03       9.075908533516e+04 
       3.614703168013e-02       9.872181816746e+04       6.442713334447e+04       1.038159293278e+03       3.952866460326e+02       1.463003039170e+03       9.035581876152e+04 
       3.631376455087e-02       9.830591819798e+04       6.401766322706e+04       1.029377421158e+03       3.879338835941e+02       1.419827181387e+03       8.995335422857e+04 
       3.648149196144e-02       9.789023781893e+04       6.361112173971e+04       1.016932655602e+03       3.825287496897e+02       1.375845201700e+03       8.955147178145e+04 
       3.665024550417e-02       9.747476359595e+04       6.320787792188e+04       1.000816875059e+03       3.790263652999e+02       1.331330597703e+03       8.915021903098e+04 
       3.682005808101e-02       9.705952062204e+04       6.280798387906e+04       9.810795587129e+02       3.773481026526e+02       1.286552146860e+03       8.874962633031e+04 
       3.699096397447e-02       9.664436925650e+04       6.241123179305e+04       9.578283241585e+02       3.773666192361e+02       1.241787656767e+03       8.834955027044e+04 
       3.716299892342e-02       9.622940537277e+04       6.201783726196e+04       9.312162600008e+02       3.789282009205e+02       1.197322286095e+03       8.795010547792e+04 
       3.733620020410e-02       9.581456192328e+04       6.162781269103e+04       9.014570966972e+02       3.818307087837e+02       1.153438169045e+03       8.755124308457e+04 
       3.751060671680e-02       9.539981427407e+04       6.124121825180e+04       8.687860971240e+02       3.858573314137e+02       1.110421721335e+03       8.715295642939e+04 
       3.768625907871e-02       9.498489273818e+04       6.085742512153e+04       8.334963241105e+02       3.907493906982e+02       1.068541818766e+03       8.675493291943e+04 
       3.786319972345e-02       9.457011561319e+04       6.047759941077e+04       7.959376537163e+02       3.962363922542e+02       1.028070977533e+03       8.635761827626e+04 
       3.804147300782e-02       9.415509888724e+04       6.010064268217e+04       7.564630970571e+02       4.020293736173e+02       9.892555035254e+02       8.596053453033e+04 
       3.822112532653e-02       9.374008426659e+04       5.972737642537e+04       7.154891179208e+02       4.078326281469e+02       9.523337114733e+02       8.556401224154e+04 
       3.840220523547e-02       9.332476467521e+04       5.935708912851e+04       6.734268722884e+02       4.133452443521e+02       9.175185575849e+02       8.516769688806e+04 
       3.858476358439e-02       9.290925592181e+04       5.899043274785e+04       6.307232692428e+02       4.182755121260e+02       8.849985224274e+02       8.477179050448e+04 
       3.876885365987e-02       9.249339759216e+04       5.862700896296e+04       5.878271738275e+02       4.223432396569e+02       8.549374447318e+02       8.437610708713e+04 
       3.895453133944e-02       9.207715881988e+04       5.826680524277e+04       5.452065067760e+02       4.252862395348e+02       8.274661897635e+02       8.398062627470e+04 
       3.914185525800e-02       9.166059497648e+04       5.791031995305e+04       5.033116935198e+02       4.268750787280e+02       8.026870938232e+02       8.358547708995e+04 
       3.933088698775e-02       9.124342606991e+04       5.755686977027e+04       4.625729195906e+02       4.269116573354e+02       7.806579197947e+02       8.319033163190e+04 
       3.952169123280e-02       9.082582983387e+04       5.720716821743e+04       4.234362844749e+02       4.252398610168e+02       7.614101479182e+02       8.279545199915e+04 
       3.971433604007e-02       9.040755226994e+04       5.686073117031e+04       3.862755851615e+02       4.217527509679e+02       7.449252409780e+02       8.240056171154e+04 
       3.990889302808e-02       8.998857904627e+04       5.651768893633e+04       3.514593844372e+02       4.163938268242e+02       7.311498606082e+02       8.200567489482e+04 
       4.010543763539e-02       8.956882215776e+04       5.617812510289e+04       3.193093860165e+02       4.091597177173e+02       7.199923844244e+02       8.161073786933e+04 
       4.030404939083e-02       8.914828919554e+04       5.584211054241e+04       2.900986786485e+02       4.001118183554e+02       7.113138294936e+02       8.121577214233e+04 
       4.050481220783e-02       8.872685222094e+04       5.550970755057e+04       2.640568391104e+02       3.893608150848e+02       7.049416375337e+02       8.082068708281e+04 
       4.070781470526e-02       8.830428735270e+04       5.518049084030e+04       2.413229052287e+02       3.770817990002e+02       7.006597334375e+02       8.042523689890e+04 
       4.091315055804e-02       8.788077428054e+04       5.485527667789e+04       2.220117526254e+02       3.635116647575e+02       6.982159146482e+02       8.002969701078e+04 
       4.112091888037e-02       8.745597926501e+04       5.453335091185e+04       2.061479841340e+02       3.489224441215e+02       6.973274003494e+02       7.963368575611e+04 
       4.133122464577e-02       8.702982246148e+04       5.421490888596e+04       1.937048771276e+02       3.336394238686e+02       6.976810446450e+02       7.923716879581e+04 
       4.154417914768e-02       8.660236558886e+04       5.390025394641e+04       1.845931436765e+02       3.180249545981e+02       6.989389058358e+02       7.884024282056e+04 
       4.175990050586e-02       8.617335550209e+04       5.358920559242e+04       1.786494967597e+02       3.024627416697e+02       7.007419309651e+02       7.844267192804e+04 
       4.197851422363e-02       8.574280396225e+04       5.328203283102e+04       1.756603670951e+02       2.873511042665e+02       7.027209417410e+02       7.804450480530e+04 
       4.220015380249e-02       8.531047264158e+04       5.297853122373e+04       1.753530486027e+02       2.730877818288e+02       7.044977400533e+02       7.764551201026e+04 
       4.242496142102e-02       8.487623518150e+04       5.267865563277e+04       1.774108016864e+02       2.600528995891e+02       7.056974633277e+02       7.724557908323e+04 
       4.265308868630e-02       8.443996680663e+04       5.238264737961e+04       1.814819290484e+02       2.485946529756e+02       7.059574570144e+02       7.684463662268e+04 
       4.288469746711e-02       8.400158616811e+04       5.209056764341e+04       1.871887949788e+02       2.390189792001e+02       7.049300700824e+02       7.644262185090e+04 
       4.311996081981e-02       8.356082940344e+04       5.180234900290e+04       1.941364128787e+02       2.315564596245e+02       7.023040277629e+02       7.603930285293e+04 
       4.335906401926e-02       8.311761644727e+04       5.151798910862e+04       2.019299109160e+02       2.263659702439e+02       6.978005566867e+02       7.563460696389e+04 
       4.360220570905e-02       8.267176353646e+04       5.123788071359e+04       2.101858727437e+02       2.235125739764e+02       6.911927895491e+02       7.522843837599e+04 
       4.384959918803e-02       8.222319413189e+04       5.096180450437e+04       2.185605508444e+02       2.229507075544e+02       6.823132879846e+02       7.482069347302e+04 
       4.410147385230e-02       8.177145421876e+04       5.068970279197e+04       2.267213746285e+02       2.245289208721e+02       6.710607597132e+02       7.441098649099e+04 
       4.435807681560e-02       8.131650162039e+04       5.042197728455e+04       2.344109636477e+02       2.279795183893e+02       6.574109086964e+02       7.399933890672e+04 
       4.461967473454e-02       8.085812670203e+04       5.015859374825e+04       2.414196888001e+02       2.329253630013e+02       6.414234740544e+02       7.358556869351e+04 
       4.488655587007e-02       8.039604236366e+04       4.989955196993e+04       2.476513000406e+02       2.388698700278e+02       6.232451287288e+02       7.316943748569e+04 
       4.515903242196e-02       7.992994102432e+04       4.964480909314e+04       2.530358941420e+02       2.452455439901e+02       6.031120200334e+02       7.275068417831e+04 
       4.543744317999e-02       7.945974605158e+04       4.939488228125e+04       2.576672956262e+02       2.513909731862e+02       5.813601877593e+02       7.232932510349e+04 
       4.572215654347e-02       7.898473496587e+04       4.914930742081e+04       2.615330209762e+02       2.566747511429e+02       5.584033420260e+02       7.190469790222e+04 
       4.601357397103e-02       7.850507898525e+04       4.890877878624e+04       2.648442524607e+02       2.604137200869e+02       5.347440597985e+02       7.147705089580e+04 
       4.631213393412e-02       7.802019398930e+04       4.867318565041e+04       2.676065433007e+02       2.620709734965e+02       5.109462724827e+02       7.104589129949e+04 
       4.661831646309e-02       7.752971196928e+04       4.844261020476e+04       2.704694894193e+02       2.609845920792e+02       4.876255967425e+02       7.061094130060e+04 
       4.693264839240e-02       7.703321246617e+04       4.821716821157e+04       2.741938809544e+02       2.566111681776e+02       4.654235972746e+02       7.017188868989e+04 
       4.725570943421e-02       7.653024248219e+04       4.799705341646e+04       2.773412257240e+02       2.493132109996e+02       4.449730069518e+02       6.972837951597e+04 
       4.758813923737e-02       7.602040123117e+04       4.778250456118e+04       2.807248310845e+02       2.389819337918e+02       4.268675945856e+02       6.928014032418e+04 
       4.793064562330e-02       7.550312225265e+04       4.757372988537e+04       2.814966585619e+02       2.269780859036e+02       4.116172785643e+02       6.882671080417e+04 
       4.828401423376e-02       7.497772552095e+04       4.737063810716e+04       2.850741083659e+02       2.120547547668e+02       3.995955676855e+02       6.836760241538e+04 
       4.864911987943e-02       7.444372401696e+04       4.717375598555e+04       2.982562019780e+02       1.926580534493e+02       3.909832979468e+02       6.790260200520e+04 
       4.902693994686e-02       7.390022864919e+04       4.698304403158e+04       2.991999044140e+02       1.767538030197e+02       3.857409765396e+02       6.743068429378e+04 
       4.941857030756e-02       7.334664362745e+04       4.679895250757e+04       2.547189254253e+02       1.764311877801e+02       3.835748000395e+02       6.695096635522e+04 
       4.982524428269e-02       7.278200986000e+04       4.662161205103e+04       2.514782992508e+02       1.662794931486e+02       3.838877714813e+02       6.646393940131e+04 
       5.024835535616e-02       7.220537553796e+04       4.645098762685e+04       1.695966426362e+02       1.821679354821e+02       3.857133154585e+02       6.596705588630e+04 
       5.068948450653e-02       7.161574975816e+04       4.628813979256e+04       1.650785993015e+02       1.787135579866e+02       3.878871011297e+02       6.546199501231e+04 
       5.115043325455e-02       7.101172752388e+04       4.613234449668e+04       1.743838904199e+02       1.706433834227e+02       3.888588213331e+02       6.494651966894e+04 
       5.163326381137e-02       7.039199137912e+04       4.598431223388e+04       1.698913207722e+02       1.659038914981e+02       3.870514889232e+02       6.441923435553e+04 
       5.214034807799e-02       6.975491359587e+04       4.584393229830e+04       1.617301261566e+02       1.623462454879e+02       3.810314205776e+02       6.387894963245e+04 
       5.267442770569e-02       6.909889208582e+04       4.571149826287e+04       1.571538304383e+02       1.578296023615e+02       3.697198590279e+02       6.332451570577e+04 
       5.323868799565e-02       6.842176250195e+04       4.558701070908e+04       1.533673600453e+02       1.529520161861e+02       3.527228946819e+02       6.275412405660e+04 
       5.383684909973e-02       6.772116159911e+04       4.547045845226e+04       1.485228315032e+02       1.482701727382e+02       3.306726978713e+02       6.216582440631e+04 
       5.447327876611e-02       6.699442725994e+04       4.536058937596e+04       1.437307140554e+02       1.434859973805e+02       3.054690887405e+02       6.155728633775e+04 
       5.515313167956e-02       6.623854797019e+04       4.525782009704e+04       1.388520649154e+02       1.386154370588e+02       2.802833990541e+02       6.092614142716e+04 
       5.588252108263e-02       6.544965043805e+04       4.515983593762e+04       1.338746681433e+02       1.336462988036e+02       2.591289767520e+02       6.026890278847e+04 
       5.666872839149e-02       6.462376327131e+04       4.506531386456e+04       1.287869642042e+02       1.285670443807e+02       2.458049845647e+02       5.958215665573e+04 
       5.752045501951e-02       6.375567497420e+04       4.497051632152e+04       1.235747105300e+02       1.233634579828e+02       2.421287709000e+02       5.886109301245e+04 
       5.844811576913e-02       6.283965373206e+04       4.487071593927e+04       1.182234889336e+02       1.180211487333e+02       2.459937143911e+02       5.810030101852e+04 
       5.946416152599e-02       6.186871899555e+04       4.475790353356e+04       1.127175434795e+02       1.125243912173e+02       2.500797526972e+02       5.729281226619e+04 
       6.058339458538e-02       6.083506000755e+04       4.462129104528e+04       1.070423655851e+02       1.068587061727e+02       2.439804415083e+02       5.643053232566e+04 
       6.182319337429e-02       5.972934652310e+04       4.444394721553e+04       1.011849082729e+02       1.010110754974e+02       2.210883912075e+02       5.550319838009e+04 
       6.320348312704e-02       5.854121605697e+04       4.420103659451e+04       9.513741216104e+01       9.497376258730e+01       1.882658686894e+02       5.449856012152e+04 
       6.474617058149e-02       5.725967851904e+04       4.385976105245e+04       8.890266132903e+01       8.874955770146e+01       1.665227011520e+02       5.340270403650e+04 
       6.647363380267e-02       5.587365028850e+04       4.337392179122e+04       8.249748459641e+01       8.235527294647e+01       1.686915255829e+02       5.219950787472e+04 
       6.840584227195e-02       5.437398439594e+04       4.268639420156e+04       7.596120867663e+01       7.583017741340e+01       1.709110399532e+02       5.087250539261e+04 
       7.055603154066e-02       5.275585289294e+04       4.173352338602e+04       6.936340710975e+01       6.924373225800e+01       1.426166606191e+02       4.940768870503e+04 
       7.292582367350e-02       5.102208441527e+04       4.045714414507e+04       6.280790779677e+01       6.269959055379e+01       1.166925838234e+02       4.779851511675e+04 
       7.550198124433e-02       4.918584787200e+04       3.882390604883e+04       5.642325927042e+01       5.632607261122e+01       1.227343635966e+02       4.605069292810e+04 
       7.825727422448e-02       4.727150831785e+04       3.684472401498e+04       5.034301821395e+01       5.025648424350e+01       1.050970912568e+02       4.418540789601e+04 
       8.115593123155e-02       4.531263336466e+04       3.458412899403e+04       4.468640771358e+01       4.460981795043e+01       8.315375814343e+01       4.224012047785e+04 
       8.416107406828e-02       4.334777914058e+04       3.215338532803e+04       3.953844718078e+01       3.947091932814e+01       8.818354909558e+01       4.026368692658e+04 
       8.724056730443e-02       4.141592533306e+04       2.969049112785e+04       3.494211917320e+01       3.488267086932e+01       6.704336209820e+01       3.830895534305e+04 
       9.036959509029e-02       3.955279254075e+04       2.733662573381e+04       3.090558421678e+01       3.085320370926e+01       6.239461459447e+01       3.642719360854e+04 
       9.353054957719e-02       3.778816162500e+04       2.521507286595e+04       2.740763213234e+01       2.736133577125e+01       5.938140020441e+01       3.466170785440e+04 
       9.671163120305e-02       3.614424467669e+04       2.341742614231e+04       2.440797022403e+01       2.436684372588e+01       4.433308699491e+01       3.304472612503e+04 
       9.990522218136e-02       3.463482246205e+04       2.199641644628e+04       2.185519703688e+01       2.181842186913e+01       4.889699044916e+01       3.159584758517e+04 
       1.031065197516e-01       3.326505577362e+04       2.096449367101e+04       1.969111915990e+01       1.965798682426e+01       3.717645950672e+01       3.032098860447e+04 
       1.063125404237e-01       3.203202430933e+04       2.029725277065e+04       1.785699953054e+01       1.782691600966e+01       3.622419675447e+01       2.921414020785e+04 
       1.095214476342e-01       3.092581335913e+04       1.994010355951e+04       1.629556135761e+01       1.626804396924e+01       3.497968796088e+01       2.825868043219e+04 
       1.127321170484e-01       2.993107722176e+04       1.981705498691e+04       1.495408962298e+01       1.492875831431e+01       2.682285693204e+01       2.743026838536e+04 
       1.159438625857e-01       2.902876713027e+04       1.984040130969e+04       1.378622834770e+01       1.376279314101e+01       3.104792915359e+01       2.669988557957e+04 
       1.191562663450e-01       2.819823084251e+04       1.992098058020e+04       1.275245092853e+01       1.273069685229e+01       2.346704869590e+01       2.603672086694e+04 
       1.223690739880e-01       2.741894150855e+04       1.997646499512e+04       1.182119753218e+01       1.180096892224e+01       2.425371359383e+01       2.541139524467e+04 
       1.255821307384e-01       2.667244344124e+04       1.993953445291e+04       1.096822070047e+01       1.094940534543e+01       2.310404817987e+01       2.479836479292e+04 
       1.287953423576e-01       2.594345298189e+04       1.976159608360e+04       1.017618583003e+01       1.015870095185e+01       1.832328722756e+01       2.417762993630e+04 
       1.320086513968e-01       2.522103565940e+04       1.941658286363e+04       9.433989162409e+00       9.417768894550e+00       2.121422868485e+01       2.353631027404e+04 
       1.352220227624e-01       2.449889658514e+04       1.890053352209e+04       8.735245523103e+00       8.720231120264e+00       1.582770068568e+01       2.286857282485e+04 
       1.384354349474e-01       2.377526322920e+04       1.822958400035e+04       8.077500486795e+00       8.063633205388e+00       1.689097116645e+01       2.217557340365e+04 
       1.416488747074e-01       2.305231175409e+04       1.743609591883e+04       7.460592925873e+00       7.447809568308e+00       1.544327353400e+01       2.146406039350e+04 
       1.448623338272e-01       2.233529511658e+04       1.656367693624e+04       6.885792717566e+00       6.874023560705e+00       1.261777863102e+01       2.074509457104e+04 
       1.480758071573e-01       2.163142529743e+04       1.566137404011e+04       6.354764031267e+00       6.343932797025e+00       1.434688846040e+01       2.003220513445e+04 
       1.512892914222e-01       2.094882700279e+04       1.477840438111e+04       5.868755988593e+00       5.858781229154e+00       1.053648756578e+01       1.933959358535e+04 
       1.545027844946e-01       2.029544877569e+04       1.395912684588e+04       5.428300288134e+00       5.419097777807e+00       1.166709331801e+01       1.868068665820e+04 
       1.577162849552e-01       1.967810276675e+04       1.323899333913e+04       5.032690191759e+00       5.024175840262e+00       1.021657172862e+01       1.806649318040e+04 
       1.609297918240e-01       1.910177812538e+04       1.264198612822e+04       4.680078157282e+00       4.672170955611e+00       8.792536577812e+00       1.750481647511e+04 
       1.641433043966e-01       1.856915183067e+04       1.217929788135e+04       4.367484656730e+00       4.360109347691e+00       9.855390714071e+00       1.699958941122e+04 
       1.673568221437e-01       1.808038445463e+04       1.184932873428e+04       4.090961226531e+00       4.084050457125e+00       7.272332682730e+00       1.655065675054e+04 
       1.705703446500e-01       1.763327226979e+04       1.163918091234e+04       3.846004633658e+00       3.839500357191e+00       8.457221771159e+00       1.615426483915e+04 
       1.737838715759e-01       1.722354783461e+04       1.152681405183e+04       3.627738606814e+00       3.621592758695e+00       7.157751809154e+00       1.580347724571e+04 
       1.769974026341e-01       1.684545159484e+04       1.148415360308e+04       3.431363626833e+00       3.425538027868e+00       6.604374087879e+00       1.548926254348e+04 
       1.802109375745e-01       1.649236532283e+04       1.148032986843e+04       3.252385059420e+00       3.246850678991e+00       7.244597044889e+00       1.520143948627e+04 
       1.834244761748e-01       1.615838490791e+04       1.148611311106e+04       3.087032979157e+00       3.081768330018e+00       5.450393734015e+00       1.493063811205e+04 
       1.866380182343e-01       1.583719902932e+04       1.147448939733e+04       2.932082019701e+00       2.927071974027e+00       6.546830079973e+00       1.466755579581e+04 
       1.898515635698e-01       1.552166003946e+04       1.142161987158e+04       2.784694596973e+00       2.779929355283e+00       5.323679275404e+00       1.440263977854e+04 
       1.930651120127e-01       1.520718534684e+04       1.131240412019e+04       2.643133340821e+00       2.638606182167e+00       5.195378672255e+00       1.412983467891e+04 
       1.962786634069e-01       1.489082691023e+04       1.113955980099e+04       2.506393982506e+00       2.502099669477e+00       5.509232971848e+00       1.384560605684e+04 
       1.994922176073e-01       1.457141695703e+04       1.090346788261e+04       2.374116000952e+00       2.370049435313e+00       4.195964509525e+00       1.354905065060e+04 
       2.027057744784e-01       1.424947419514e+04       1.061158916181e+04       2.246472372046e+00       2.242627545163e+00       5.059441799910e+00       1.324177351684e+04 
       2.059193338938e-01       1.392683932450e+04       1.027668503066e+04       2.123933417928e+00       2.120302787804e+00       3.975382530736e+00       1.292723150025e+04 
       2.091328957351e-01       1.360622419559e+04       9.914992899483e+03       2.007145604463e+00       2.003719839927e+00       4.058148118855e+00       1.261017424100e+04 
       2.123464598910e-01       1.329072156570e+04       9.544250783984e+03       1.896743004782e+00       1.893511051732e+00       4.097526561737e+00       1.229586858842e+04 
       2.155600262571e-01       1.298339369629e+04       9.181761361148e+03       1.793247537518e+00       1.790196932478e+00       3.196529884273e+00       1.198949064479e+04 
       2.187735947354e-01       1.268697929948e+04       8.842849428898e+03       1.697007720565e+00       1.694125047699e+00       3.867229313491e+00       1.169566644849e+04 
       2.219871652333e-01       1.240369573593e+04       8.539534370552e+03       1.608134090415e+00       1.605405520081e+00       2.955976059746e+00       1.141804968765e+04 
       2.252007376638e-01       1.213520595257e+04       8.280081612300e+03       1.526544243156e+00       1.523956033096e+00       3.163420508415e+00       1.115929464069e+04 
       2.284143119446e-01       1.188241620321e+04       8.068306189671e+03       1.451923823521e+00       1.449462830274e+00       3.076505957983e+00       1.092072327153e+04 
       2.316278879984e-01       1.164556485506e+04       7.903926765810e+03       1.383792491889e+00       1.381446562684e+00       2.512360459454e+00       1.070248454424e+04 
       2.348414657517e-01       1.142405647168e+04       7.782666072236e+03       1.321517501897e+00       1.319275818109e+00       3.005259372645e+00       1.050343830752e+04 
       2.380550451353e-01       1.121658351105e+04       7.697196023577e+03       1.264361890020e+00       1.262215168948e+00       2.290074695500e+00       1.032136768458e+04 
       2.412686260835e-01       1.102118385505e+04       7.637853255826e+03       1.211544885085e+00       1.209485484195e+00       2.565256691962e+00       1.015318717659e+04 
       2.444822085344e-01       1.083551920898e+04       7.593904929057e+03       1.162290386260e+00       1.160312260418e+00       2.403110902535e+00       9.995317135197e+03 
       2.476957924291e-01       1.065710666924e+04       7.554612111775e+03       1.115887407006e+00       1.113985961397e+00       2.063070205574e+00       9.844069382228e+03 
       2.509093777116e-01       1.048359457644e+04       7.510249477866e+03       1.071730247518e+00       1.069902101559e+00       2.409972745804e+00       9.696023948998e+03 
       2.541229643291e-01       1.031297893094e+04       7.452943962685e+03       1.029338797797e+00       1.027581495014e+00       1.860320165905e+00       9.548316755973e+03 
       2.573365522312e-01       1.014370811973e+04       7.377177823715e+03       9.883762213412e-01       9.866879294371e-01       2.113708323673e+00       9.398837896089e+03 
       2.605501413700e-01       9.974743871398e+03       7.280036960665e+03       9.486307465819e-01       9.470099728204e-01       1.919224326471e+00       9.246282099018e+03 
       2.637637317002e-01       9.805557317823e+03       7.161196487302e+03       9.100093334126e-01       9.084546770004e-01       1.719612591340e+00       9.090171218872e+03 
       2.669773231784e-01       9.636080365042e+03       7.022620854011e+03       8.725102001072e-01       8.710201604462e-01       1.937374248406e+00       8.930757978150e+03 
       2.701909157634e-01       9.466697040307e+03       6.868192071243e+03       8.362004015894e-01       8.347732336690e-01       1.517958913951e+00       8.768951949437e+03 
       2.734045094160e-01       9.298164113175e+03       6.703198363504e+03       8.011977317276e-01       7.998313585339e-01       1.720201399594e+00       8.606198703463e+03 
       2.766181040987e-01       9.131549372539e+03       6.533743204953e+03       7.676399569228e-01       7.663319329480e-01       1.538417931128e+00       8.444309857868e+03 
       2.798316997759e-01       8.968066243160e+03       6.366015431563e+03       7.356626420687e-01       7.344101786502e-01       1.413259295502e+00       8.285237448390e+03 
       2.830452964135e-01       8.808931393363e+03       6.205752685295e+03       7.053766978650e-01       7.041767285516e-01       1.545561126983e+00       8.130864698330e+03 
       2.862588939790e-01       8.655187856759e+03       6.057669054451e+03       6.768475173403e-01       6.756968027993e-01       1.245581672939e+00       7.982768843621e+03 
       2.894724924412e-01       8.507578268033e+03       5.925066696899e+03       6.500889689838e-01       6.489842211965e-01       1.391537132905e+00       7.842072854346e+03 
       2.926860917705e-01       8.366516035638e+03       5.809800140859e+03       6.250616438042e-01       6.239996398435e-01       1.249632530682e+00       7.709396940383e+03 
       2.958996919385e-01       8.231994141370e+03       5.711897147204e+03       6.016705988654e-01       6.006483075659e-01       1.165312765960e+00       7.584741760282e+03 
       2.991132929181e-01       8.103749865488e+03       5.630170422907e+03       5.797900224762e-01       5.788046722627e-01       1.256491983820e+00       7.467709769172e+03 
       3.023268946831e-01       7.981270524907e+03       5.562230166581e+03       5.592666552589e-01       5.583157918556e-01       1.044881992965e+00       7.357509311818e+03 
       3.055404972087e-01       7.863897303468e+03       5.504920002155e+03       5.399388396368e-01       5.390203476853e-01       1.141004700657e+00       7.253117427614e+03 
       3.087541004710e-01       7.750873345363e+03       5.454642265221e+03       5.216426340221e-01       5.207547365705e-01       1.049444399656e+00       7.153355963964e+03 
       3.119677044472e-01       7.641390177774e+03       5.407714842599e+03       5.042233969607e-01       5.033646347486e-01       9.752080683243e-01       7.056995923930e+03 
       3.151813091152e-01       7.534631200767e+03       5.360678842270e+03       4.875413786533e-01       4.867105742628e-01       1.049609390482e+00       6.962836024834e+03 
       3.183949144541e-01       7.429832415803e+03       5.310579403194e+03       4.714773373915e-01       4.706735462618e-01       8.887828402054e-01       6.869792893506e+03 
       3.216085204436e-01       7.326342901371e+03       5.255187705570e+03       4.559390126167e-01       4.551614652654e-01       9.503963704385e-01       6.776993301573e+03 
       3.248221270643e-01       7.223691098693e+03       5.193144891173e+03       4.408616955019e-01       4.401097349844e-01       8.988207055109e-01       6.683840255962e+03 
       3.280357342975e-01       7.121623723134e+03       5.124020399012e+03       4.262099519267e-01       4.254829726679e-01       8.137822073977e-01       6.590061265415e+03 
       3.312493421255e-01       7.020101151452e+03       5.048253239843e+03       4.119732845274e-01       4.112706802059e-01       8.906415877561e-01       6.495693570152e+03 
       3.344629505308e-01       6.919267764885e+03       4.966992409292e+03       3.981592829834e-01       3.974804080723e-01       7.519218383071e-01       6.401030939596e+03 
       3.376765594971e-01       6.819390956091e+03       4.881942494029e+03       3.847886556400e-01       3.841328010849e-01       7.949423341493e-01       6.306558426779e+03 
       3.408901690082e-01       6.720810514739e+03       4.795103626694e+03       3.718863983155e-01       3.712527827711e-01       7.688709557264e-01       6.212861873014e+03 
       3.441037790490e-01       6.623859711210e+03       4.708480988570e+03       3.594751298673e-01       3.588629077841e-01       6.736855115814e-01       6.120524218946e+03 
       3.473173896046e-01       6.528891901174e+03       4.624084008023e+03       3.475762906011e-01       3.469845578791e-01       7.628828226686e-01       6.030146905169e+03 
       3.505310006608e-01       6.436206537765e+03       4.543576005151e+03       3.362015732587e-01       3.356293891469e-01       6.282650028094e-01       5.942229663583e+03 
       3.537446122039e-01       6.346071491285e+03       4.468252367866e+03       3.253560309164e-01       3.248024372502e-01       6.724458265891e-01       5.857194319596e+03 
       3.569582242206e-01       6.258685831106e+03       4.398989605743e+03       3.150349188687e-01       3.144989612233e-01       6.572938727625e-01       5.775337607332e+03 
       3.601718366984e-01       6.174152288383e+03       4.336097890880e+03       3.052227659323e-01       3.047035190440e-01       5.610395163893e-01       5.696791235323e+03 
       3.633854496248e-01       6.092456909466e+03       4.279410827997e+03       2.958946547556e-01       2.953912436900e-01       6.622047836904e-01       5.621519649098e+03 
       3.665990629880e-01       6.013465509862e+03       4.228312230446e+03       2.870163761429e-01       2.865279946548e-01       5.235798024175e-01       5.549315218673e+03 
       3.698126767766e-01       5.936935626097e+03       4.181798588701e+03       2.785480530624e-01       2.780739773087e-01       5.829424853277e-01       5.479827346173e+03 
       3.730262909796e-01       5.862559686322e+03       4.138653123150e+03       2.704466740426e-01       2.699862671615e-01       5.640858169994e-01       5.412614910011e+03 
       3.762399055862e-01       5.790011923577e+03       4.097590636170e+03       2.626707700641e-01       2.622234791721e-01       4.752508850402e-01       5.347213149701e+03 
       3.794535205862e-01       5.718995277818e+03       4.057381454859e+03       2.551832673536e-01       2.547486144046e-01       5.815169088529e-01       5.283190786184e+03 
